Tipologia;Id;Brand;Modello;Allestimento;Segmentazione;Segmentazione descrizione;Prezzo;Anticipo 1;Durata 1;Km 1;Canone 1;Anticipo 2;Durata 2;Km 2;Canone 2;Anticipo 3;Durata 3;Km 3;Canone 3;Anticipo 4;Durata 4;Km 4;Canone 4;Anticipo 5;Durata 5;Km 5;Canone 5;Anticipo 6;Durata 6;Km 6;Canone 6;Anticipo 7;Durata 7;Km 7;Canone 7;Anticipo 8;Durata 8;Km 8;Canone 8;Optional;Alimentazione;Cilindrata Effettiva;Cilindrata;Pacchetto (Tipo Eletta, Sport);Model Year;Peso;Portata;Tipo Veicolo;Emissioni C02;Trazione;Consumo Combinato;Porte;Posti;Cambio;Potenza Massima KW;Potenza Massima CV;Cavalli Fiscali;Corpo Veicolo;Codice Ruote Anteriori;Codice Ruote Posteriori;Stock;Usato;Da Ordine;Pronta Consegna;Delivery;Data di Registrazione;Kilometraggio;Link al player;Immagine Copertina
Auto;40357796;FIAT;PANDA;FIAT PANDA 1.0 FireFly 70cv S&S Hybrid Hatchback 5-door;BBG;Mini - Hatchback/Sedan - Generic;12049;zero;48;40000;290;zero;48;120000;350;zero;60;50000;270;zero;60;150000;320;1810;48;40000;250;1810;48;120000;310;1810;60;50000;240;1810;60;150000;290;Grigio Maestro Metallizzato, Sovratappeti Anteriori E Posteriori;Unleaded - Electric;999 Cm3;999 L;1.0 FireFly 70cv S&S Hybrid;2023;1055 Kg;365 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;4;MAN6;51 KW;70 CV;12;Hatchback;175/65 C14 86T;175/65 C14 86T;no;si;no;-;-;30/10/2023;4176;https://auto.nextlane.com/public/player/27a8f92478ced955e0aefa4d58810d3d36c649334f16c9c1239e9fea38c1275b4dec126e9d248515d0562c960fb7b71adb10374afb892b953e7d75c33ab346a2;https://s3.stampyt.io/prod/customer/media/eb4be70f-1033-4e51-9c33-1f5f8858e118/cdc5c85c-ab4e-44ea-a9ad-0a8f1253c345.jpg
Auto;40411832;FIAT;PANDA;FIAT PANDA 1.0 FireFly 70cv S&S Hybrid Hatchback 5-door;BBG;Mini - Hatchback/Sedan - Generic;11967;zero;48;40000;310;zero;48;120000;380;zero;60;50000;290;zero;60;150000;350;1800;48;40000;280;1800;48;120000;340;1800;60;50000;260;1800;60;150000;320;PACK CITY, Ruotino Di Scorta;Unleaded - Electric;999 Cm3;999 L;1.0 FireFly 70cv S&S Hybrid;2024;1055 Kg;365 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;4;MAN6;51 KW;70 CV;12;Hatchback;175/65 C14 86T;175/65 C14 86T;no;si;no;-;-;14/05/2024;19961;https://auto.nextlane.com/public/player/ded41678acb94bc438d3256eb36e49aecc663dc59b2ce2e0111a79ad13bed6ecbd92e5fd172e32bde4e8ea5f6b151ec883ebd4dd3373c933bdc3a05d41de8034;https://s3.stampyt.io/prod/customer/media/a816e368-1759-4778-99bf-6e3d429d5ef9/cbeb6661-b1d2-496e-9a41-043a6de98c21.jpg
Auto;40372858;FIAT;PANDA;FIAT PANDA 1.0 FireFly 70cv S&S Hybrid Hatchback 5-door;BBG;Mini - Hatchback/Sedan - Generic;12049;zero;48;40000;330;zero;48;120000;390;zero;60;50000;310;zero;60;150000;360;1810;48;40000;290;1810;48;120000;350;1810;60;50000;280;1810;60;150000;330;Grigio Maestro Metallizzato, Pack Comfort, Ruotino Di Scorta, Sovratappeti Anteriori E Posteriori;Unleaded - Electric;999 Cm3;999 L;1.0 FireFly 70cv S&S Hybrid;2023;1055 Kg;365 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;4;MAN6;51 KW;70 CV;12;Hatchback;175/65 C14 86T;175/65 C14 86T;no;si;no;-;-;19/09/2023;21896;https://auto.nextlane.com/public/player/5519857f643329acf0134f3549ccad69283b61cadded273455d07a74070d4874da6510c1d95b1d949085e7e3abdef9c4f81985eed2eb3703ec6e2d6603dd79a2;https://s3.stampyt.io/prod/customer/media/9a7c1587-14ea-49e4-8de5-f54a863a41d3/a0469abe-b82c-4a7f-8695-4a4ced4dd344.jpg
Auto;40421101;FIAT;PANDA;FIAT PANDA 1.0 FireFly 70cv S&S Hybrid Hatchback 5-door;BBG;Mini - Hatchback/Sedan - Generic;11967;zero;48;40000;310;zero;48;120000;380;zero;60;50000;290;zero;60;150000;350;1800;48;40000;280;1800;48;120000;340;1800;60;50000;260;1800;60;150000;320;PACK CITY, Ruotino Di Scorta;Unleaded - Electric;999 Cm3;999 L;1.0 FireFly 70cv S&S Hybrid;2024;1055 Kg;365 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;4;MAN6;51 KW;70 CV;12;Hatchback;175/65 C14 86T;175/65 C14 86T;no;si;no;-;-;27/06/2024;8281;https://auto.nextlane.com/public/player/873bc387dca5678b8414b7832a5594002169c890a90afe946fcef8ca44f90f6e3aa67c6412338ed046acc11c4cdb7fa7506a4d4055380047b9b35eaa01bdad4d;https://s3.stampyt.io/prod/customer/media/c31484a3-d83d-4c63-b5c4-f4756e1df1c8/0961ccb0-8b53-4c15-b05b-500d481ac9e1.jpg
Auto;-;FIAT;SCUDO;FIAT SCUDO VAN Easy Pro 2p L2H1 1.5 BHdi 120cv MT6 Furgone 4-Door (Euro 6E);S;Van Medium;27000;zero;48;40000;500;zero;48;120000;570;zero;60;50000;460;zero;60;150000;530;4050;48;40000;420;4050;48;120000;490;4050;60;50000;400;4050;60;150000;470;-;Diesel;1499 Cm3;1499 L;VAN Easy Pro 2p L2H1 1.5 BHdi 120cv MT6;2024;1662 Kg;1033 Kg;Manufacturer Vehicle;0 G/Km;Front;6.6 Litri Per 100km;4-Door;2;MAN6;88 KW;120 CV;16;Furgone;215/65 C16 106T;215/65 C16 106T;no;no;si;-;-;-;-;-;-
Auto;40307546;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S ST-Line Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;19488;zero;48;40000;310;zero;48;120000;360;zero;60;50000;290;zero;60;150000;340;2920;48;40000;250;2920;48;120000;300;2920;60;50000;240;2920;60;150000;290;Vernice Metallizzata;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S ST-Line;2022;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;6.2 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;31/01/2022;40870;https://auto.nextlane.com/public/player/f80f08eae57efad05f6e4caef924163703c2d1f3929ff5d6fa24b827b55edde95ad946bcb0f8282e12162cb1de0ba6784e61701b24be3ae8aa66b8d2ff80ec00;https://s3.stampyt.io/prod/customer/media/03520d26-aa4c-4e93-b7bf-4ca394ea2459/ff14280d-5c6e-4424-bdb4-8f95da383c49.jpg
Auto;40246740;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S ST-Line Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;19078;zero;48;40000;330;zero;48;120000;370;zero;60;50000;300;zero;60;150000;350;2860;48;40000;270;2860;48;120000;320;2860;60;50000;250;2860;60;150000;300;Driver Assistance Pack, Vernice Metallizzata;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S ST-Line;2021;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;13/01/2021;35305;https://auto.nextlane.com/public/player/f4705e874e8cebfb740b59d37826da00d6702c33428b97f5402d2054b65cccf0682ef13dcb172a17ed00c3153c061b9231e9cb3f69da65febf818e8fa8bbae84;https://s3.stampyt.io/prod/customer/media/2aa365b2-160f-4f05-a9b1-6b20b8015235/b50bda11-eb6c-4cf0-91ca-e2ff0cd6e34c.jpg
Auto;40238989;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S ST-Line Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;18758;zero;48;40000;320;zero;48;120000;360;zero;60;50000;290;zero;60;150000;340;2810;48;40000;260;2810;48;120000;310;2810;60;50000;240;2810;60;150000;290;Vernice Pastello Con Tetto A Contrasto Black;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S ST-Line;2020;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;14/10/2020;37314;https://auto.nextlane.com/public/player/39bc92637c424a3b068fcf527f7724175ff99a9d61dcff6c0a1ef037fc4978d9096fe6fcae0044a09b5c68a0aed0faddc043d31012f20d06a666a93d10901f7a;https://s3.stampyt.io/prod/customer/media/c7db2dc0-a4d2-4790-8f2c-a7093e78a7a4/70fd0a50-cb1a-4057-a421-357b53169d26.jpg
Auto;40234018;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S ST-Line Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;18758;zero;48;40000;330;zero;48;120000;380;zero;60;50000;300;zero;60;150000;350;2810;48;40000;270;2810;48;120000;320;2810;60;50000;250;2810;60;150000;300;Vernice Metallizzata Con Tetto A Contrasto Black;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S ST-Line;2020;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;06/07/2020;48362;https://auto.nextlane.com/public/player/a29c97c0e20a86c7749a27bbdba9b497e3dd27664703378765c2fd1bb84b4e1d1763d7fabf72b5f255a4321f61366930485d6d760067a894ab8df34351468393;https://s3.stampyt.io/prod/customer/media/65d02e49-73d5-4c4a-ac45-f712876752d6/cb33a680-deb5-469d-b718-72e8646932ad.jpg
Auto;40237479;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S ST-Line Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;18758;zero;48;40000;330;zero;48;120000;380;zero;60;50000;300;zero;60;150000;350;2810;48;40000;280;2810;48;120000;320;2810;60;50000;250;2810;60;150000;300;Vernice Metallizzata Con Tetto A Contrasto Black;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S ST-Line;2020;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;26/08/2020;39553;https://auto.nextlane.com/public/player/c422a4e076c2f5d44375fc220af80361e1ef2b79990852bd12de7d7f1e7bad3cae6174c07db852fa7bd979ceb1fffde8d46fff53c0107f7d6202893256ce2a93;https://s3.stampyt.io/prod/customer/media/1364ab48-5d30-4918-b593-e141206af52f/0c670f25-bf60-421b-b19a-37e319558043.jpg
Auto;40233742;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S ST-Line Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;18758;zero;48;40000;330;zero;48;120000;380;zero;60;50000;300;zero;60;150000;350;2810;48;40000;270;2810;48;120000;320;2810;60;50000;250;2810;60;150000;300;Vernice Metallizzata Con Tetto A Contrasto Black;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S ST-Line;2020;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;09/06/2020;42795;https://auto.nextlane.com/public/player/0259594b9a6e4c14adfb1da308326519c6ae898a8a22ac74e7b07f69574e6e7cc47e7826e4dba89e30df4607deef1296314ee805d2c8349e9e08ed9336012d23;https://s3.stampyt.io/prod/customer/media/cbb3e024-3e41-4e1b-8b2d-4b36078c80e2/6c808d91-7d82-403d-bcfd-c8685e456af0.jpg
Auto;40240323;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S Titanium Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;17938;zero;48;40000;320;zero;48;120000;370;zero;60;50000;290;zero;60;150000;340;2690;48;40000;260;2690;48;120000;310;2690;60;50000;250;2690;60;150000;290;Pneumatici All Seasons, Vernice Metallizzata, X Pack;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S Titanium;2020;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;29/10/2020;61570;https://auto.nextlane.com/public/player/119688b82c90b1d8f8afd1bffd2f9f2e45d46402ae318ada4f4c948ccdaea14516f9e1dad613a998a701423a4c82ab6c5886b5a61e277aa7ec95cb3de32f1b68;https://s3.stampyt.io/prod/customer/media/d60aac5c-7e1d-422e-956d-3157ac655dd4/af684be5-68fb-4f2d-b983-cb0ec43484a1.jpg
Auto;40284598;FORD;ECOSPORT;FORD ECOSPORT 1.0 Ecoboost 125cv S&S Titanium Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;18258;zero;48;40000;310;zero;48;120000;360;zero;60;50000;290;zero;60;150000;330;2740;48;40000;250;2740;48;120000;300;2740;60;50000;240;2740;60;150000;290;Privacy Glass, Ruota Di Scorta Posteriore, Vernice Metallizzata;Petrol (unleaded);998 Cm3;998 L;1.0 Ecoboost 125cv S&S Titanium;2021;1349 Kg;381 Kg;Manufacturer Vehicle;114 G/Km;Front;5.9 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;205/50 C17 93W;205/50 C17 93W;no;si;no;-;-;07/02/2022;51730;https://auto.nextlane.com/public/player/818133c98db3f67006d66f706d29fe0d6545e375c66496d9607b1c8f797ee63464ff98362e9d48ff83394d624332644ee2f3e4328a8b78a21203bd4f4b6b9058;https://s3.stampyt.io/prod/customer/media/4cc0e420-8637-47e9-b383-5a419648987f/1f3a03bc-e766-46c3-aeeb-0415510be91f.jpg
Auto;40243085;FORD;FIESTA;FORD FIESTA 1.0 EcoBoost Hybrid 125CV S&S ST-Line Hatchback 5-door (Euro 6.2);CBG;Small - Hatchback/Sedan - Generic;17566;zero;48;40000;350;zero;48;120000;400;zero;60;50000;320;zero;60;150000;350;2630;48;40000;300;2630;48;120000;350;2630;60;50000;270;2630;60;150000;310;Privacy Glass, Vernice Metallizzata Magnetic Grey;Unleaded - Electric;998 Cm3;998 L;1.0 EcoBoost Hybrid 125CV S&S ST-Line;2020;0 Kg;1 Kg;Manufacturer Vehicle;92 G/Km;Front;4 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;205/45 C17 88V;205/45 C17 88V;no;si;no;-;-;26/11/2020;59939;https://auto.nextlane.com/public/player/45d118b2a8f3f18964be294fa540c541e0e3020b895e5b01c92ccfe2584af1dd120146ccf9c4a2ad5cb83aa588aeb54bd9632715683511fd9095600b5d15f492;https://s3.stampyt.io/prod/customer/media/2743bda8-4a68-4ed3-bee3-bd0e7ec1e2e3/72dc5525-3f5a-4070-9737-5dc575a35709.jpg
Auto;40250340;FORD;FIESTA;FORD FIESTA 1.0 EcoBoost Hybrid 125CV S&S Titanium Hatchback 5-door (Euro 6.2);CBG;Small - Hatchback/Sedan - Generic;16747;zero;48;40000;380;zero;48;120000;430;zero;60;50000;340;zero;60;150000;380;2510;48;40000;330;2510;48;120000;380;2510;60;50000;300;2510;60;150000;340;Privacy Glass, Ruota Di Scorta 14'', Vernice Metallizzata Chrome Blue;Unleaded - Electric;998 Cm3;998 L;1.0 EcoBoost Hybrid 125CV S&S Titanium;2021;0 Kg;1 Kg;Manufacturer Vehicle;92 G/Km;Front;4 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;195/55 C16 87V;195/55 C16 87V;no;si;no;-;-;15/02/2021;25572;https://auto.nextlane.com/public/player/6bf3874cf48aae06c999de4e40b882651a1f830ba688c462520c1c11789066f7463c7465aa3a26b4e3690a1e22561ee43ebb0f746a897b9153f30271b3e2a78d;https://s3.stampyt.io/prod/customer/media/2888bfae-9bb9-403f-8961-108e5889238e/2dbbb84d-5947-4f22-8a75-2f1ac0f51fcc.jpg
Auto;40242923;FORD;FIESTA;FORD FIESTA 1.0 EcoBoost Hybrid 125CV S&S Titanium Hatchback 5-door (Euro 6.2);CBG;Small - Hatchback/Sedan - Generic;16747;zero;48;40000;320;zero;48;120000;370;zero;60;50000;290;zero;60;150000;320;2510;48;40000;270;2510;48;120000;310;2510;60;50000;250;2510;60;150000;280;Privacy Glass, Vernice Metallizzata Magnetic Grey;Unleaded - Electric;998 Cm3;998 L;1.0 EcoBoost Hybrid 125CV S&S Titanium;2021;0 Kg;1 Kg;Manufacturer Vehicle;92 G/Km;Front;4 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;195/55 C16 87V;195/55 C16 87V;no;si;no;-;-;16/11/2020;56908;https://auto.nextlane.com/public/player/8e05b767179caba32be6b2f406840c7b6b302e092ffd894d6bb7c81123e3d0156e93453667137602d17e832e75f6009c7756609f42fbf05cb99b35f9e2bb24b9;https://s3.stampyt.io/prod/customer/media/b6d59962-99c7-4134-bef8-929836bad967/eb656606-2f68-4a47-9f53-20ccea0fb065.jpg
Auto;40284805;FORD;FIESTA;FORD FIESTA 1.0 EcoBoost Hybrid 125CV ST-Line Hatchback 5-door (Euro 6.2);CBG;Small - Hatchback/Sedan - Generic;17935;zero;48;40000;280;zero;48;120000;330;zero;60;50000;260;zero;60;150000;310;2690;48;40000;220;2690;48;120000;270;2690;60;50000;220;2690;60;150000;270;Comfort Pack, Ruotino Di Scorta (14'' In Acciaio), Vernice Metallizzata Magnetic Grey;Unleaded - Electric;999 Cm3;999 L;1.0 EcoBoost Hybrid 125CV ST-Line;2022;1211 Kg;479 Kg;Manufacturer Vehicle;0 G/Km;Front;0 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;205/45 C17 88W;205/45 C17 88W;no;si;no;-;-;03/06/2022;50511;https://auto.nextlane.com/public/player/a34681f4b14a3d792c2ee7796c03e51d7f4ed64d7108ec9ba47f4e16fcd2dbd2db7f1cb652132e1ff37017f3c63e0e663d4861bd2f2ed3e0ca7fb612e14f2021;https://s3.stampyt.io/prod/customer/media/cd6e975d-4e1b-4ab8-8b2b-26a7855d2daa/6d48c883-f151-49e8-bef6-5987daf79b83.jpg
Auto;40306823;FORD;FIESTA;FORD FIESTA 1.0 EcoBoost Hybrid 125CV ST-Line Hatchback 5-door (Euro 6.2);CBG;Small - Hatchback/Sedan - Generic;18345;zero;48;40000;290;zero;48;120000;340;zero;60;50000;270;zero;60;150000;320;2750;48;40000;230;2750;48;120000;280;2750;60;50000;230;2750;60;150000;270;Active City Stop - Frenata Automatica D'Emergenza, Privacy Glass, Ruotino Di Scorta (14'' In Acciaio), Vernice Metallizzata Magnetic Grey;Unleaded - Electric;999 Cm3;999 L;1.0 EcoBoost Hybrid 125CV ST-Line;2022;1211 Kg;479 Kg;Manufacturer Vehicle;0 G/Km;Front;0 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;205/45 C17 88W;205/45 C17 88W;no;si;no;-;-;10/02/2022;61518;https://auto.nextlane.com/public/player/bf4adb9f7a1b89a442a9a2dc2b95d08d9c3237220afe5018e014b7e0286f06be7ea3a80501bc5a4f20ecfc1e566fb351682f6f00337317e0827374acdcc0e5b6;https://s3.stampyt.io/prod/customer/media/116ff15e-2cd0-4d2c-82ae-ad0735091732/c682de74-15f3-4755-8fea-0d80a0281450.jpg
Auto;40351040;FORD;FIESTA;FORD FIESTA 1.1 75CV Titanium Hatchback 5-door (Euro 6.2);CBG;Small - Hatchback/Sedan - Generic;16255;zero;48;40000;320;zero;48;120000;380;zero;60;50000;300;zero;60;150000;350;2440;48;40000;270;2440;48;120000;330;2440;60;50000;260;2440;60;150000;310;Comfort Pack, Pneumatici All Seasons, Vernice Metallizzata Agate Black;Petrol (unleaded);1084 Cm3;1084 L;1.1 75CV Titanium;2023;1130 Kg;510 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;5;MAN5;55 KW;75 CV;13;Hatchback;195/60 C15 88T;195/60 C15 88T;no;si;no;-;-;15/03/2023;13941;https://auto.nextlane.com/public/player/f62370ab6f6aed8c40090ba9e0d5ed3b05da02bb6d4cc080af2b1507d54119b2e3a23c791f68fd8917563657f2c13a79a1135f6560660d4a2666abf1c74eb035;https://s3.stampyt.io/prod/customer/media/6b09c7c2-3e1e-44d5-9ccd-d7e8201be8af/92af10b0-c7bf-46ec-a254-c8d6433c0a01.jpg
Auto;40236086;FORD;FOCUS;FORD FOCUS 1.0 EcoBoost 125cv Active SW SW 5-door (Euro 6.2);DWG;Compact - Station Wagon - Generic;20857;zero;48;40000;380;zero;48;120000;410;zero;60;50000;330;zero;60;150000;360;3130;48;40000;310;3130;48;120000;350;3130;60;50000;280;3130;60;150000;310;Opzione Fumatori, Privacy Glass, Telecamera Posteriore Con Visuale A 180°, Tetto A Contrasto Nero, Vernice Metallizzata;Petrol (unleaded);999 Cm3;999 L;1.0 EcoBoost 125cv Active SW;2019;1383 Kg;542 Kg;Manufacturer Vehicle;108 G/Km;Front;4.8 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;SW;215/55 C17 94V;215/55 C17 94V;no;si;no;-;-;08/09/2020;69795;https://auto.nextlane.com/public/player/1d9fd9e1209e42eb1794be54b7672c1408c70e57d3585d02af8c06bc4c1de95c41b1341994d432464e29e06d34af4e143ddb1128eafe2e8955e356f90be16bd3;https://s3.stampyt.io/prod/customer/media/e73d887c-0039-4a52-823d-a9565c277c9e/96e2a391-dbb2-401e-990a-874930eb34a0.jpg
Auto;40235895;FORD;FOCUS;FORD FOCUS 1.0 EcoBoost 125cv ST Line SW SW 5-door (Euro 6.2);DWG;Compact - Station Wagon - Generic;20857;zero;48;40000;380;zero;48;120000;420;zero;60;50000;330;zero;60;150000;370;3130;48;40000;310;3130;48;120000;350;3130;60;50000;280;3130;60;150000;310;Design Pack ST-Line / Active, Opzione Fumatori, Privacy Glass, Telecamera Posteriore Con Visuale A 180°, Vernice Metallizzata;Petrol (unleaded);999 Cm3;999 L;1.0 EcoBoost 125cv ST Line SW;2019;1383 Kg;542 Kg;Manufacturer Vehicle;108 G/Km;Front;4.9 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;SW;215/50 C17 H;215/50 C17 H;no;si;no;-;-;14/09/2020;33353;https://auto.nextlane.com/public/player/be7800beb68edbf6d0457e9966c799a5627c1aed71f35ef40ba23dc7792c37ebed7436123856043f12489f83e6d97c644a0316b02abb69b66037a08845012573;https://s3.stampyt.io/prod/customer/media/f5499d97-e18d-471f-b4a0-799e0fe9178f/1146befd-5d9b-4f9d-9d95-62bba8aa88de.jpg
Auto;40364677;FORD;FOCUS;FORD FOCUS 1.0 EcoBoost Hybrid 125cv Active Style Hatchback 5-door (Euro 6.2);DBG;Compact - Hatchback/Sedan - Generic;23676;zero;48;40000;380;zero;48;120000;440;zero;60;50000;360;zero;60;150000;410;3550;48;40000;300;3550;48;120000;360;3550;60;50000;300;3550;60;150000;350;Privacy Glass, Rear View Camera, Vernice Metallizzata Magnetic Grey;Unleaded - Electric;999 Cm3;999 L;1.0 EcoBoost Hybrid 125cv Active Style;2022;1344 Kg;546 Kg;Manufacturer Vehicle;0 G/Km;Front;5.4 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;215/55 C17 94V;215/55 C17 94V;no;si;no;-;-;30/12/2022;2504;https://auto.nextlane.com/public/player/bacaabba6dec1dc65eeb061253138c9abb29abfb3d290074c8418e87535f0e82aa88bcb04a5f0158d15a46278e81c5fc58e09692c046bbd8200bc8c4c9a2847b;https://s3.stampyt.io/prod/customer/media/c7017a33-4f83-4d74-a564-e446ce2b2574/88cb7d1e-0eac-47d4-99f9-914877637d8b.jpg
Auto;40243710;FORD;FOCUS;FORD FOCUS 1.0 EcoBoost Hybrid 125cv ST Line Hatchback 5-door (Euro 6.2);DBG;Compact - Hatchback/Sedan - Generic;21217;zero;48;40000;340;zero;48;120000;390;zero;60;50000;320;zero;60;150000;360;3180;48;40000;270;3180;48;120000;320;3180;60;50000;260;3180;60;150000;310;New Parking Pack, Privacy Glass, Ruotino Di Scorta, Vernice Metallizzata Chrome Blue;Unleaded - Electric;998 Cm3;998 L;1.0 EcoBoost Hybrid 125cv ST Line;2021;0 Kg;1 Kg;Manufacturer Vehicle;94 G/Km;Front;4.2 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;215/50 C17 H;215/50 C17 H;no;si;no;-;-;30/11/2020;50449;https://auto.nextlane.com/public/player/54dc3ad0ff3bd263c287f9c5dedd7a61dc244e0276fbcfdf01d27e5b9871009445ed92b9334edb1ae5c2ed5dc12e7cdb692101c2d0e21fcd97f9d9ef26bf9d1e;https://s3.stampyt.io/prod/customer/media/ac30f801-ecb0-4105-a5fb-9284f21955f4/0e310830-39e7-481a-90c4-d616a2742123.jpg
Auto;40370021;FORD;FOCUS;FORD FOCUS 1.0 EcoBoost Hybrid 125cv ST-Line Hatchback 5-door (Euro 6.2);DBG;Compact - Hatchback/Sedan - Generic;24783;zero;48;40000;380;zero;48;120000;450;zero;60;50000;360;zero;60;150000;410;3720;48;40000;300;3720;48;120000;370;3720;60;50000;290;3720;60;150000;350;Co-Pilot Pack, Parking Pack, Ruotino Di Scorta, Vernice Metallizzata Agate Black;Unleaded - Electric;999 Cm3;999 L;1.0 EcoBoost Hybrid 125cv ST-Line;2023;1344 Kg;546 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Hatchback;215/50 C17 H;215/50 C17 H;no;si;no;-;-;31/01/2023;19419;https://auto.nextlane.com/public/player/fc9433300f1e4994b41a67d3e3c4f0b047e9e865dd95ccad017ab498941a0e70f497bd5b9cb730bb9895d5a95c58e3c9df993dff8dd20610866292ca78fe112f;https://s3.stampyt.io/prod/customer/media/296361a8-a8ec-4dca-bca2-750a964ed8d0/f356dcfe-bc7e-4b9e-993b-e5a440812eac.jpg
